
-0.06515174, 0.1167908, 2.29591
-0.07253044, 0.1672467, 2.371724
-0.08708604, 0.553552, 2.491806
-0.07909922, 0.7161943, 2.498019
-0.2130685, 0.4181122, 2.402723
-0.1804819, 0.2204558, 2.241699
-0.2895017, 0.05472964, 2.25125
-0.301873, -0.008023534, 2.203325
0.05082263, 0.4182805, 2.422306
0.09755007, 0.1890671, 2.337106
0.1355747, 0.01836685, 2.241133
0.1384891, -0.05194028, 2.203236
-0.1197779, 0.06357814, 2.258071
-0.2194616, -0.3329491, 2.216346
-0.2722101, -0.6496521, 2.089153
-0.2710404, -0.697933, 2.023154
-0.004004263, 0.06280271, 2.281955
0.07835519, -0.3246545, 2.205888
0.1707683, -0.6362449, 2.102967
0.1792198, -0.6959511, 2.024404

-0.06419697, 0.1167907, 2.296021
-0.07163294, 0.167323, 2.371823
-0.08686975, 0.5537571, 2.491946
-0.07924464, 0.7163665, 2.49826
-0.2122767, 0.4182898, 2.402625
-0.1794439, 0.220813, 2.241292
-0.2896465, 0.0544412, 2.250664
-0.3016771, -0.009291707, 2.203784
0.0505513, 0.419106, 2.422145
0.09785715, 0.1899289, 2.337114
0.1362412, 0.01863537, 2.241175
0.1434821, -0.03924516, 2.205328
-0.1185844, 0.0635733, 2.258728
-0.2178292, -0.3316076, 2.216895
-0.2719892, -0.6489145, 2.089645
-0.2710162, -0.6975122, 2.022913
-0.003110999, 0.06315196, 2.281802
0.0794076, -0.324588, 2.206293
0.1710004, -0.6362747, 2.102981
0.1792208, -0.6959537, 2.024501

-0.06385359, 0.1167945, 2.296067
-0.07132618, 0.1673404, 2.371861
-0.08681475, 0.5537895, 2.491972
-0.07926647, 0.7163952, 2.4983
-0.2121205, 0.4183443, 2.402618
-0.1790522, 0.2209015, 2.241329
-0.2896678, 0.05439759, 2.250576
-0.3012309, -0.009725634, 2.204058
0.05051037, 0.419241, 2.422117
0.09796961, 0.1900868, 2.337131
0.1363563, 0.01868893, 2.241184
0.1446442, -0.03629984, 2.205889
-0.1182081, 0.06356645, 2.258886
-0.2174641, -0.3313234, 2.217022
-0.2719437, -0.6487648, 2.089746
-0.2710781, -0.6974112, 2.022827
-0.002743287, 0.06323538, 2.281798
0.07965778, -0.3245865, 2.20639
0.1710463, -0.6362821, 2.102986
0.1792209, -0.6959541, 2.024517

-0.0389654, 0.1177447, 2.298839
-0.04217571, 0.1688572, 2.374302
-0.05198264, 0.554947, 2.488921
-0.0443048, 0.7185076, 2.496238
-0.1825919, 0.4213243, 2.405331
-0.2050746, 0.1949473, 2.303182
-0.2348673, 0.007196256, 2.220879
-0.2787609, -0.01811121, 2.198568
0.08403569, 0.4193049, 2.417403
0.129796, 0.1819542, 2.333555
0.1658292, -9.550108E-05, 2.23193
0.1645722, -0.04575543, 2.201784
-0.09643266, 0.06347032, 2.264892
-0.2040344, -0.3296177, 2.219132
-0.2717127, -0.648787, 2.089648
-0.2712, -0.6973942, 2.022884
0.02234994, 0.06422845, 2.282052
0.09646747, -0.3285695, 2.209481
0.1726674, -0.6362561, 2.103466
0.1794169, -0.6959676, 2.024605

-0.02723073, 0.1184971, 2.300031
-0.02962794, 0.1697311, 2.375241
-0.03615539, 0.5553825, 2.487375
-0.02809529, 0.7194559, 2.495201
-0.1701969, 0.4226446, 2.406404
-0.2207529, 0.1796915, 2.34049
-0.2043827, -0.01929054, 2.204039
-0.2644747, -0.02502003, 2.191496
0.1002517, 0.4194916, 2.415455
0.1446669, 0.1786627, 2.332019
0.1781319, -0.007167813, 2.228264
0.1748257, -0.05093211, 2.200085
-0.08595498, 0.06362598, 2.267658
-0.1957302, -0.32812, 2.220395
-0.2715339, -0.6487309, 2.089599
-0.2713726, -0.6973355, 2.022954
0.0343675, 0.06481344, 2.282
0.1057633, -0.3306121, 2.210868
0.1742329, -0.6361901, 2.10393
0.1796181, -0.6959707, 2.024733

-0.02062946, 0.1188794, 2.300529
-0.02242707, 0.1701758, 2.375598
-0.02766098, 0.5555232, 2.486387
-0.01977712, 0.7198429, 2.494573
-0.1635564, 0.4233773, 2.406956
-0.2255721, 0.1748095, 2.351998
-0.1916735, -0.02970224, 2.197441
-0.2570207, -0.02814636, 2.188675
0.1066178, 0.4194549, 2.413909
0.1517816, 0.1770109, 2.330853
0.1841492, -0.01046521, 2.226386
0.1807647, -0.05400734, 2.199148
-0.07967304, 0.06375822, 2.269136
-0.189892, -0.3262562, 2.221159
-0.2713227, -0.6485767, 2.089591
